eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,retrieved_attack_ids,retrieved_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
test-0081,vector,test,81,"Zebrocy has continued adding new tools to its arsenal using various kinds of programming languages. We found Zebrocy deploying a compiled Python script, which we call PythocyDbg, within a Southeast Asian foreign affairs organization. This module primarily provides for the stealthy collection of network proxy and communications debug capabilities. In early 2019, Zebrocy shifted its development efforts with the use of Nimrod/Nim, a programming language with syntax resembling both Pascal and Python that can be compiled down to JavaScript or C targets. Both the Nim downloaders that the group mainly uses for spear phishing, and other Nim backdoor code, are currently being produced by Zebrocy and delivered alongside updated compiled AutoIT scripts, Go, and Delphi modules. In September, Zebrocy spear-phished multiple NATO and alliance partners throughout Europe, attempting to gain access to email communications, credentials and sensitive documents. This campaign is similar to past Zebrocy activity, with target-relevant content used within emails, and ZIP attachments containing harmless documents alongside executables with altered icons and identical filenames. The group also makes use of remote Word templates pulling contents from the legitimate Dropbox file-sharing site. In this campaign, Zebrocy targeted defense and diplomatic targets located throughout Europe and Asia with its Go backdoor and Nimcy variants.",T1566.001;T1036;T1119;T1204;T1587.001;T1204.002;T1598.002;T1059.006;T1027.009;T1027.002;T1059.007,T1027.004;T1588.007;T1059.006;T1588.002;T1608.002;T1583.006;T1203;T1204.004;T1218.001;T1566.002,0.557304;0.545434;0.513785;0.499419;0.498805;0.496622;0.494396;0.483795;0.478424;0.475945,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,1,0.3333333333333333
test-0082,vector,test,82,"This next stage library copies itself into the System32 directory of the Windows folder after the hardcoded file name — either KBDLV2.DLL or AUTO.DLL, depending on the malware sample. Then the service is created for the service dll. Service names also can differ from version to version; we discovered the following names — DriverManage, WebService and WebClientManager. These functions assure malware persistence in a compromised OS between system reboots.",T1543.003;T1543;T1569.002;T1036.005;T1036.004,T1543.003;T1546.010;T1574.001;T1505.005;T1574.014;T1546.007;T1036.003;T1547.002;T1546.009;T1055.001,0.648067;0.610405;0.587041;0.576871;0.574937;0.570398;0.570068;0.569038;0.561327;0.558984,0.2,0.2,0.2,0.2,1,1,1.0
test-0083,vector,test,83,"While investigating a recent security incident, Unit 42 found a webshell that we believe was used by the threat actor to remotely access the network of a targeted Middle Eastern organization. The construction of the webshell was interesting by itself, as it was actually two separate webshells: an initial webshell that was responsible for saving and loading the second fully functional webshell. It is this second webshell that enabled the threat actor to run a variety of commands on the compromised server. Due to these two layers, we use the name TwoFace to track this webshell.",T1505.003,T1505.003;T1102.003;T1102.002;T1583.006;T1071.001;T1584.006;T1590.006;T1102;T1036.012;T1592.002,0.541074;0.534914;0.523911;0.503940;0.503834;0.492007;0.491714;0.490876;0.487716;0.486412,1.0,1.0,1.0,1.0,1,1,1.0
test-0084,vector,test,84,"Figure 6 shows our testing of the download command within RGDoor, specifically a command “download$c:\windows\temp\test.txt” that downloads the file uploaded in our previous test. We chose to use the key “89” (0x89) in this test to showcase RGDoor’s ability to use any hexadecimal byte as a key, which resulted in an encoded command string of “7eb+5+Xm6O2t6rPV/uDn7eb++tX97OT51f3s+v2n/fH9”. RGDoor responds to this command with the encoded string “/ez6/eDn7ri7uoM=”, which when decrypted with the “89” key results in the string ‘testing123\n’, which is the contents of the “test.txt” file.",T1105;T1140;T1132,T1036.008;T1036.002;T1027.015;T1027;T1027.004;T1027.013;T1204.002;T1027.009;T1003.002;T1218.001,0.529363;0.490406;0.473635;0.464936;0.458420;0.448459;0.446976;0.443771;0.439891;0.439732,0.0,0.0,0.0,0.0,0,0,0.0
test-0085,vector,test,85,"The second file is downloaded from hxxp://checkin.travelsanignacio[.]com/static/20160204.jpg. The C2 response is RC5 decrypted with the key “wsprintfA” and then XORed with 0x74, before it is saved as C:\Windows\System32\wcnapi.mui.",T1105;T1027;T1140;T1573;T1036;T1036.005;T1001,T1140;T1553.005;T1027;T1553.003;T1027.012;T1027.004;T1560.001;T1003.002;T1218.001;T1216,0.431978;0.399931;0.393456;0.389862;0.385970;0.383151;0.381226;0.375634;0.366878;0.363608,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,1,1.0
test-0086,vector,test,86,"One of the maldocs disclosed here was referred to by a Bit.ly-shortened URL (created Jan. 23, 2020) — hxxp://bit[.]ly/iaf-guidelines — which redirects to hxxp://tecbeck[.]com/IAP39031[.]docx. It is highly likely that the attackers hosted the maldocs on a public server and distributed the direct or Bit.ly links to the targets in the form of spear-phishing emails. This may be done to bypass detection systems that scan email attachments for malware.",T1598.003;T1566.002,T1566.002;T1598.003;T1566.001;T1204.001;T1608.001;T1608.005;T1566.003;T1566;T1667;T1598.002,0.628651;0.597537;0.569029;0.551941;0.547404;0.531105;0.521944;0.512308;0.507259;0.496386,0.5,1.0,1.0,1.0,1,1,1.0
test-0087,vector,test,87,"The back door program used in the APT-C-06 organization's early APT operation was Lucker. It is a set of self-developed and customized modular Trojans. The set of Trojans is powerful, with keyboard recording, voice recording, screen capture, file capture and U disk operation functions, etc. The Lucker ‘s name comes from the PDB path of this type of Trojan, because most of the backdoor's function use the LK abbreviation. In the middle to late period we have discovered its evolution and two different types of backdoor programs. We have named them Retro and Collector by the PDB path extracted from the program. The Retro backdoor is an evolution of the Lucker backdoor and it actives in a series of attacks from 2016 till now. The name comes from the pdb path of this type of Trojan with the label Retro, and also has the word Retro in the initial installer.",T1113;T1083;T1005;T1123,T1518.002;T1195.003;T1204.005;T1687;T1547.009;T1574;T1195.001;T1010;T1574.006;T1574.004,0.510489;0.496585;0.470093;0.467729;0.456504;0.449591;0.447889;0.444948;0.443935;0.443254,0.0,0.0,0.0,0.0,0,0,0.0
test-0088,vector,test,88,"Cisco Talos has observed a new malware campaign operated by the Kimsuky APT group since June 2021. Kimsuky, also known as Thallium and Black Banshee, is a North Korean state-sponsored advanced persistent threat (APT) group active since 2012. This campaign utilizes malicious blogs hosted on Blogspot to deliver three types of preliminary malicious content: beacons, file exfiltrators and implant deployment scripts. The implant deployment scripts, in turn, can infect the endpoint with additional implants such as system information-stealers, keyloggers and credential stealers. These implants are derivatives of the Gold Dragon/Brave Prince family of malware operated by Kimsuky since at least 2017 — now forked into three separate modules. This campaign targets South Korea-based think tanks whose research focuses on political, diplomatic and military topics pertaining to North Korea, China, Russia and the U.S.",T1082;T1189,T1608.001;T1681;T1518.001;T1588.001;T1542.004;T1584.005;T1659;T1070.010;T1518.002;T1204.005,0.489174;0.486080;0.478771;0.478566;0.476268;0.468881;0.461172;0.460863;0.458720;0.457798,0.0,0.0,0.0,0.0,0,0,0.0
test-0089,vector,test,89,"This infection chain is based on a Windows shortcut file, with a misleading .docx.lnk double extension, and constitutes a more modular approach to PowerPepper delivery.",T1036;T1204.002;T1036.007,T1027.012;T1137.001;T1221;T1036.007;T1564.007;T1204.002;T1220;T1218.013;T1559.002;T1553.005,0.433694;0.430214;0.410703;0.396958;0.396580;0.371876;0.371676;0.369762;0.358289;0.340995,0.0,0.0,0.3333333333333333,0.6666666666666666,0,1,0.25
test-0090,vector,test,90,"But these are not the only differences between the two versions: while the Filesystem.dll module was dropped by all the known variants of gpUpdates.exe, it was not always used in the same manner.",T1036,T1218.004;T1127.001;T1218.010;T1546.010;T1055.001;T1218.011;T1129;T1218.007;T1574.001;T1036.003,0.373670;0.360002;0.357006;0.343074;0.343020;0.341422;0.334243;0.329804;0.327558;0.316772,0.0,0.0,0.0,0.0,0,0,0.0
test-0091,vector,test,91,"Vesta Control Panel command injection is one of the several newly included exploits. The version released on May 18 also included Python versions of EternalBlue (CVE-2017-0144) and EternalRomance (CVE-2017-0147) exploits with a Windows download command line as the payload. The addition of new exploits shows that the actor is actively developing new methods of spreading and following the latest vulnerabilities with published PoCs. In the newest instances discovered on May 22, the bot improved its ability to supply credentials for SMB but excluded it from the main exploit function. The usernames and passwords are now in a separate two arrays and extended to include many other usernames and passwords. The exploitation function of this sample does not contain EternalBlue and EternalRomance but attempts to connect over SMB (port 445) and create a service remotely to download and run the main bot file. This latest sample is a pyinstaller-generated sample but is PE file rather than ELF, which was seen previously.",T1068;T1203;T1210;T1059;T1021;T1570;T1021.002;T1543.003,T1056.002;T1056.004;T1674;T1003;T1548.004;T1556;T1187;T1552;T1204.004;T1569.002,0.539551;0.512458;0.496917;0.496744;0.480929;0.478982;0.478880;0.478364;0.472142;0.468272,0.0,0.0,0.0,0.0,0,0,0.0
test-0092,vector,test,92,"During the C2 interactions, PyMICROPSIA downloads two additional samples that are dropped and executed on the victim’s system, running additional functionality. These payloads are not Python / PyInstaller based.",T1105,T1059.006;T1546.018;T1564.007;T1564.011;T1129;T1574.004;T1546.009;T1574.013;T1218.015;T1036.009,0.431203;0.385094;0.347173;0.340423;0.336031;0.332726;0.330132;0.317193;0.315186;0.314806,0.0,0.0,0.0,0.0,0,0,0.0
test-0093,vector,test,93,"There are multiple web inject files. One contains all of the target URL and hostname data, and the second contains regex patterns, as well as the code to inject. These files are both RC4-encrypted and compressed.",T1027,T1027;T1027.006;T1218.001;T1027.015;T1204.002;T1048.003;T1027.013;T1036.008;T1505.004;T1560.001,0.465769;0.458435;0.456061;0.447430;0.438967;0.436198;0.433909;0.429502;0.425025;0.423341,1.0,1.0,1.0,1.0,1,1,1.0
test-0094,vector,test,94,"The path configured in the VNC configuration file across all implants employing VNC (UltraVNC.ini) is “Y:\ПРОБА\Создание троянов\создание RMS\vnc”. This isn’t the only place hardcoded Cyrillic file paths are used by implants. Many of the batch scripts also use hardcoded paths such as “Главное меню\Программы\Автозагрузка”. Many payloads also include a VBS script which raises a dialog box to the users asking them to run the malware again. It reads, “Ошибка при инициализации приложения (0xc0000005). Повторить попытку открытия файла?” (English Translation from Russian: Application failed to initialize (0xc0000005). Try to open the file again?).",T1059;T1059.003,T1574.007;T1574.009;T1216.002;T1614.001;T1622;T1218.010;T1027.012;T1056.002;T1027;T1547.009,0.361203;0.344882;0.328821;0.324704;0.324211;0.319239;0.319183;0.318749;0.313070;0.312630,0.0,0.0,0.0,0.0,0,0,0.0
test-0095,vector,test,95,"After carrying out the activities for the command, the Trojan will encode the results or output message of the command using the ‘base64.b16encode’ method. Each command has an output message for both a successful and failed execution of the command with the exception of ‘empty’ and ‘terminate’. Table 2 below shows the success and failure messages associated with each command.",T1027,T1027.010;T1546.005;T1518.002;T1027.018;T1204.004;T1140;T1574.007;T1027.004;T1027.008;T1518.001,0.463586;0.409667;0.407333;0.404358;0.400659;0.397624;0.396746;0.395883;0.392672;0.389659,0.0,0.0,0.0,0.0,0,0,0.0
test-0096,vector,test,96,"Mandiant observed this attacker dump the LSASS process using Task Manager to a file named lsass.DMP, and later, zip the dump into two files named lsass.zip and lsass2.zip located in the C:\ProgramData\psh\ directory.",T1003.001;T1560;T1003;T1074.001;T1074;T1560.001;T1003.004,T1003.001;T1547.008;T1003.004;T1003.002;T1027.004;T1036.003;T1569.002;T1055.003;T1218.005;T1003,0.623426;0.540535;0.487058;0.485948;0.422010;0.411105;0.409405;0.405777;0.397880;0.397367,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,1,1,1.0
test-0097,vector,test,97,"This investigation illustrates an attacker using multiple tools and techniques to implement their full attack chain. A variety of infection artifacts are utilized ranging from bespoke tools (IndigoDrop) to customizable adversarial tools (Cobalt Strike beacons). The attackers also use a combination of public and private servers to host their malicious payloads with a growing trend towards the sole usage of public servers. The use of military-themed maldocs (lures) indicates that government and military organizations in South Asia may be the targets of this threat actor. The maldocs contain bonafide content and are most likely weaponized copies of benign documents known to peek the interests of their targets. The attack variants discovered over time show us that the threat actor can evolve their TTPs in a short period of time. The earliest observable campaigns of this actor date back to April 2018 and continue to operate today along with the most recent evolutions of the attacks. Evidence of rapid ideation, testing and production of new and diversified modules and IndigoDrop iterations indicates highly motivated and agile adversaries. The use of adversarial frameworks like Cobalt Strike suggests that the attackers are looking to expand their malicious arsenal at a significant rate with self-authored and customizable artifacts. Modern-day malware attack chains consist of multiple stages and operational entities. These artifacts and entities may be hosted locally or on remote servers. For example, this attack consists of multiple shellcodes hosted on remote locations downloaded by a local component (IndigoDrop) during runtime to instrument the attack chain. Thus, while network-based detection is important, it should be complemented with system behavior analysis and endpoint protections.",T1588.001;T1036;T1587.001,T1681;T1588.007;T1587.001;T1592.002;T1608.002;T1588.002;T1211;T1588.001;T1592.001;T1592.004,0.623183;0.614408;0.581455;0.576794;0.570196;0.564854;0.563727;0.560894;0.559139;0.554842,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,0.3333333333333333
test-0098,vector,test,98,"Since PROPHET SPIDER gains access via web servers or other public-facing servers, they will often initially compromise a Linux-based system. Once initial access is obtained on a Linux system, PROPHET SPIDER typically deploys a webshell, reverse shell binary or a perl reverse shell script (commonly named bc.pl) as their initial persistence mechanism.",T1505.003;T1059;T1059.004;T1190,T1505.003;T1218.001;T1059;T1202;T1059.004;T1218.015;T1027.018;T1554;T1027.010;T1059.001,0.526540;0.420101;0.361516;0.355364;0.354575;0.350968;0.337068;0.334116;0.331491;0.330152,0.25,0.5,0.75,0.75,1,1,1.0
test-0099,vector,test,99,"As this is a NULL-Deref vulnerability, we can immediately rule out CVE-2017-0005, as the stack trace shown in Microsoft’s blog has nothing to do with the NULL page. This means that this is possibly another vulnerability found and exploited by Equation Group in 2013. With that out of the way, it is time to understand what triggers this NULL-Deref vulnerability.",T1068;T1587.004,T1588.006;T1687;T1564.007;T1587.004;T1622;T1574.007;T1027.004;T1685.003;T1036.003;T1564.012,0.359356;0.327262;0.294318;0.292763;0.278743;0.275909;0.274854;0.273998;0.272508;0.271680,0.0,0.0,0.5,0.5,0,1,0.25
test-0100,vector,test,100,"When Gauss infects an USB memory stick, it sets a certain flag to 30. This TTL (time to live) flag is decremented every time the payload is executed from the stick. Once it reaches 0, the data stealing payload cleans itself from the USB stick. This makes sure that sticks with Gauss infections do not survive ItW for long enough to results in detection.",T1091;T1070.004;T1052.001;T1052,T1091;T1052.001;T1025;T1125;T1027.005;T1497.002;T1052;T1546.017;T1561;T1622,0.422006;0.412398;0.386299;0.358636;0.348499;0.344183;0.332227;0.331943;0.330342;0.328648,0.25,0.5,0.5,0.75,1,1,1.0
test-0101,vector,test,101,The ability to launch a .exe or .dll file in memory. The ability to leverage schtasks.exe to add or modify task schedules. The ability to launch custom PowerShell commands. The ability to leverage a standalone executable to load the DLL if the attacker otherwise has no way of doing so.,T1053.005;T1053;T1059.001,T1053.005;T1059.001;T1569.002;T1546.013;T1218.007;T1546.007;T1202;T1574.014;T1059.003;T1574.001,0.564842;0.562618;0.552814;0.544376;0.542682;0.540345;0.539823;0.536442;0.528942;0.528404,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0
test-0102,vector,test,102,"Our Next-Generation Firewall caught the first incident of CVE-2020-8515 exploitation on March 31, 2020 at 13:51 (UTC). In addition to this attack, several bots’ attempt to propagate by exploiting CVE-2020-5722 were also caught by our firewall. In the case of CVE-2020-8515 exploitation, the threat actor attempted to download a shell script to the tmp directory, and execute the downloaded script, as shown in Figure 9. In the case of CVE-2020-5722 exploitation, the payload only downloads an arm7 binary and executes it, as shown in Figure 10.",T1068,T1687;T1027.004;T1574.007;T1689;T1211;T1518.001;T1564.006;T1070.010;T1608.002;T1608,0.530046;0.529597;0.508038;0.500061;0.477343;0.476438;0.473643;0.472643;0.472502;0.471933,0.0,0.0,0.0,0.0,0,0,0.0
test-0103,vector,test,103,"In addition, DoppelPaymer is designed to run only after a specific command line argument is provided. The malware computes a CRC32 checksum of the first argument passed on the command line and adds it with a constant value that is hard-coded in the binary. The malware then adds the instruction pointer address to this result, which becomes the destination for a jmp used to continue the malware execution. The hard-coded constant value is unique to each build. In the sampled analyzed, this value was 0x672e6eb7, as shown below in Figure 6.",T1480,T1564.007;T1027.007;T1027.016;T1574.006;T1127.003;T1574.007;T1218.012;T1574.013;T1574.004;T1218,0.491506;0.471077;0.460411;0.453978;0.450420;0.441613;0.439280;0.432537;0.432312;0.428318,0.0,0.0,0.0,0.0,0,0,0.0
test-0104,vector,test,104,"The cheat sheet includes examples of commands needed for persistence, network reconnaissance, pivoting, credential dumping, general system and network data gathering, as well as data exfiltration and commands to configure the system to allow remote desktop protocol (RDP) sessions. The commands provide insight into the techniques the actors will use after compromising a system, as well as the tools used to achieve their objectives. The commands also suggest that the threat group heavily relies on RDP to interact with compromised hosts, likely using secure shell (SSH) tunnels created with the Plink tool between the infected system and an actor-controlled domain. Also, the command examples show the threat group seeks to move across an infiltrated network to target additional devices, making it a greater threat to organizations once infected. According to these commands, the actor would likely make these pivots to other systems by performing credential dumping from the Windows registry and process memory.",T1105;T1021.001;T1570;T1018;T1021;T1049;T1041;T1021.004;T1016,T1563.002;T1219;T1021.001;T1059.003;T1021.006;T1219.003;T1569.002;T1070.007;T1112;T1210,0.688107;0.670673;0.654853;0.644627;0.639127;0.636712;0.631280;0.602094;0.585506;0.578844,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,1,0.3333333333333333
test-0105,vector,test,105,"The DEWMODE web shell (Figure 4) extracts a list of available files from a MySQL database on the FTA and lists those files and corresponding metadata—file ID, path, filename, uploader, and recipient—on an HTML page. UNC2546 then uses the presented list to download files through the DEWMODE web shell. Download requests are captured in the FTA’s web logs, which will contain requests to the DEWMODE web shell with encrypted and encoded URL parameters, where dwn is the file path and fn is the requested file name (Figure 5). The encrypted file path and name values visible in web logs can be decrypted using key material obtained from the database used by the targeted FTA. Given the complex nature of this process, if your organization needs assistance reviewing relevant logs, please contact Mandiant or Accellion.",T1027;T1505.003;T1573;T1005;T1119;T1074;T1074.001,T1027.006;T1560.001;T1486;T1027;T1213.006;T1555.003;T1560;T1204.002;T1119;T1596.003,0.431444;0.399561;0.392945;0.390637;0.383697;0.375241;0.375019;0.350690;0.349623;0.346218,0.0,0.0,0.14285714285714285,0.2857142857142857,0,1,0.25
test-0106,vector,test,106,"Nemucod malware is mostly deployed using weaponized documents where the malicious VBA macro code is responsible for constructing and executing a malicious encoded JScript file that carries out further activities including registering victims with the actors before downloading payloads, which in this case included a credential stealing Trojan executable component.",T1027;T1059;T1204.002;T1059.005;T1059.007;T1587.001,T1564.007;T1137.001;T1129;T1587.001;T1608.001;T1588.001;T1059.005;T1027.004;T1204.004;T1027.007,0.493985;0.487926;0.461790;0.454041;0.445829;0.441045;0.439761;0.437146;0.431793;0.431547,0.0,0.0,0.16666666666666666,0.3333333333333333,0,1,0.25
test-0107,vector,test,107,"The encrypted payload has a slightly lower entropy of 7.990713 out of 8. Looking at the embedded binary in a hex editor reveals multiple occurrences of the byte pattern 51 36 94 A4 26 5B 0F 19, as seen in Figure 4. As this pattern occurs multiple times in a row in the middle of the encrypted data and ECB mode is being used, an educated guess is that the plaintext is supposed to be 00 00 00 00 00 00 00 00.",T1027,T1027.013;T1132.001;T1132.002;T1036.008;T1132;T1048.003;T1027;T1027.009;T1573;T1027.001,0.392995;0.392678;0.388921;0.382913;0.382517;0.363484;0.360243;0.355753;0.336474;0.335034,0.0,0.0,0.0,1.0,0,1,0.14285714285714285
test-0108,vector,test,108,"After the initial beacon, Gasket sends supplemental requests to a URL of /time/sync to obtain commands from the threat actor, which will look like the following:",T1071.001,T1543.001;T1546.005;T1518.001;T1007;T1205;T1016.001;T1678;T1124;T1590.006;T1596.005,0.410812;0.409041;0.406102;0.400913;0.400863;0.393297;0.386697;0.386040;0.383740;0.383205,0.0,0.0,0.0,0.0,0,0,0.0
test-0109,vector,test,109,"The TwoFace payload shell requires a password that is sent within HTTP POST data or within the HTTP Cookie, specifically with a field with a name “pwd”. The “pwd” field is used for authentication as a password, which the payload will generate the SHA1 hash and compare it with a hash that is hardcoded within the payload. We extracted the SHA1 hashes used for authentication from the known TwoFace shells, as seen in Table 4 and were able to find the associated password string for three of them. One of the passwords, “RamdanAlKarim12” contains a phrase that means “Ramadan the generous” in Arabic (رمضان الكريم). Another known password is “FreeMe!”, while the last known password contains what may be an acronym of a middle eastern energy organization followed by “pass”. It is possible that the actor chose this acronym based on the targeted organization, but we cannot confirm this.",T1071.001,T1550.002;T1003.002;T1003.008;T1003.005;T1110.002;T1201;T1110.001;T1555.002;T1110.003;T1552.006,0.479240;0.477954;0.471001;0.454712;0.449092;0.438020;0.431231;0.427899;0.421958;0.386679,0.0,0.0,0.0,0.0,0,0,0.0
test-0110,vector,test,110,"The attack itself is performed in an infinite loop. The IP addresses used for scanning are generated randomly using the rand() function and the GetTickCount() results as a random seed. The only filter rule for an IP address is that it cannot start with 127, 172 or 192. A separate thread is created to communicate with each IP address.",T1046;T1106,T1590.005;T1205.001;T1018;T1016.001;T1665;T1205.002;T1595.001;T1205;T1568.003;T1557.002,0.451318;0.443300;0.432067;0.428179;0.425792;0.412569;0.409324;0.401736;0.395425;0.394035,0.0,0.0,0.0,0.0,0,0,0.0
test-0111,vector,test,111,"The ultimate purpose of the aforementioned components is to install and execute the Komplex payload. The dropper component saves the payload to “/Users/Shared/.local/kextd” (SHA256: 227b7fe495ad9951aebf0aae3c317c1ac526cdd255953f111341b0b11be3bbc5) and ultimately executes the payload. The payload begins by conducting an anti-debugging check to see if it is being debugged before proceeding with executing its main functionality, which can be seen in the “AmIBeingDebugged” function in Figure 6. The “AmIBeingDebugged” function uses the “sysctl” function to check to see if a specific “P_TRACED” flag is set, which signifies that the process is being debugged. A particularly interesting part of this function is that it is very similar to the function provided by Apple to its developers in a guide created in 2004 titled “Detecting the Debugger”. This is not the first time the Sofacy group’s malware authors have obtained techniques from publicly available sources, as demonstrated in the use of the Office Test Persistence Method that they obtained from a blog posted in 2014.",T1587.001;T1622,T1622;T1574.006;T1027.005;T1685.003;T1027.004;T1497.002;T1546;T1204;T1203;T1564,0.574669;0.523643;0.519055;0.502536;0.499099;0.499006;0.493544;0.489657;0.486462;0.483843,0.5,0.5,0.5,0.5,1,1,1.0
test-0112,vector,test,112,The module sets a timer with a callback function to be executed every 900 seconds and starts a Windows message loop.,T1106,T1678;T1218.002;T1053.005;T1055.001;T1055.003;T1543.003;T1546.003;T1055.011;T1055.004;T1053.006,0.389932;0.381482;0.366477;0.365651;0.363539;0.358783;0.357094;0.351775;0.351137;0.350806,0.0,0.0,0.0,0.0,0,0,0.0
test-0113,vector,test,113,"In the initial versions of the earlier exploits, such as the exploit for CVE-2013-3660 and some versions of CVE-2015-0057, the exploit caused the kernel to execute a token-swapping shellcode stored in user-mode.",T1134;T1134.002;T1134.001,T1055.014;T1068;T1134.003;T1055.002;T1548.004;T1134;T1556.004;T1003.007;T1546.008;T1546.005,0.506816;0.500373;0.473119;0.471328;0.470192;0.468177;0.465485;0.462954;0.459134;0.458803,0.0,0.0,0.0,0.3333333333333333,0,1,0.16666666666666666
test-0114,vector,test,114,"During the course of our investigations, we noticed that the PowerPepper C2 name servers were actually open DNS resolvers that always resolved arbitrary hostnames with the same IP addresses: 128.49.4.4 (a US Navy-owned server), 91.214.6.100 and 91.214.6.101 (HSBC UK-owned servers). Using this fact and historical reverse DNS resolutions data, we have been able to preemptively identify the PowerPepper C2 domains.",T1583.002,T1590.002;T1596.001;T1568.003;T1557.001;T1583.002;T1590.001;T1584.002;T1016.001;T1596.002;T1583.001,0.465660;0.465410;0.406131;0.399125;0.398146;0.382067;0.359753;0.359470;0.358517;0.357585,0.0,0.0,1.0,1.0,0,1,0.2
test-0115,vector,test,115,"We uncovered two new espionage backdoors associated with Operation Earth Kitsune: agfSpy and dneSpy. This post provides details about these malware types, including the relationship between them and their command and control (C&C) servers .",T1588.001,T1608.001;T1518.001;T1518.002;T1027.004;T1027.014;T1588.001;T1587.001;T1014;T1036;T1140,0.567750;0.535788;0.533659;0.530833;0.523270;0.520304;0.514302;0.512718;0.505660;0.499981,0.0,0.0,0.0,1.0,0,1,0.16666666666666666
test-0116,vector,test,116,"This new version was dubbed “GandCrab 2” by the infosec community. However, upon closer inspection of the ‘version’ string embedded into GandCrab’s C&C check-in, you can see that the gang uses their own nomenclature: the really early versions are 1.1, the later versions go up to 2.1, the first versions of GandCrab 2 were  1.0.0r and the latest version is kto_zaskrinit_tot_pidor (a colorful Russian snarl, aimed at the people who see the version string and reach for their PrintScreen key).",T1587.001,T1564.007;T1568.002;T1132.002;T1036.007;T1195.001;T1113;T1595.002;T1681;T1027.005;T1115,0.293185;0.287930;0.280683;0.272950;0.271754;0.271052;0.269123;0.261787;0.255401;0.253851,0.0,0.0,0.0,0.0,0,0,0.0
test-0117,vector,test,117,The most recent change to the argos-tracking.co[.]uk domain was on the 22nd February 2017 to suspend it. This example highlights the lengths the actors will go to in their reconnaissance of their victims in order to increase their changes of successful compromise.,T1583.001,T1584.001;T1078.002;T1484;T1069;T1681;T1590.001;T1036.010;T1136.002;T1195.002;T1102.001,0.388636;0.310086;0.308975;0.304594;0.297875;0.291179;0.288806;0.287118;0.283551;0.283276,0.0,0.0,0.0,0.0,0,0,0.0
test-0118,vector,test,118,"Unlike the common ransomware, systematically distributed via massive spam campaigns and exploit kits, Ryuk is used exclusively for tailored attacks. In fact, its encryption scheme is intentionally built for small-scale operations, such that only crucial assets and resources are infected in each targeted network with its infection and distribution carried out manually by the attackers.",T1587.001,T1679;T1573;T1560;T1573.001;T1560.003;T1486;T1657;T1588.001;T1027;T1600.002,0.479860;0.479246;0.473022;0.467195;0.461338;0.458805;0.452686;0.433890;0.431091;0.426982,0.0,0.0,0.0,0.0,0,0,0.0
test-0119,vector,test,119,"We were able to link most of the decoy contents back to the original contents published on the internet by their initial authors, meaning DeathStalker did not craft them, but instead picked out appropriate ready-made material that was available on the internet. One of the decoy components impersonated a legitimate travel agent but included altered contact details.",T1588.001;T1587.001,T1683.001;T1140;T1491;T1683.002;T1596.004;T1027.016;T1593.003;T1598.003;T1598.002;T1027,0.337851;0.313011;0.301354;0.298630;0.296844;0.296533;0.294206;0.292414;0.291306;0.288545,0.0,0.0,0.0,0.0,0,0,0.0
test-0120,vector,test,120,"Remcos is a RAT that is offered for sale by a company called Breaking Security. While the company says it will only sell the software for legitimate uses as described in comments in response to the article here and will revoke the licenses for users not following their EULA, the sale of the RAT gives attackers everything they need to establish and run a potentially illegal botnet. Remcos has the functionalities that are typical of a RAT. It is capable of hiding in the system and using malware techniques that make it difficult for the typical user to detect the existence of Remcos. It is written in C++ and is relatively small for the rich functionality it contains. The Remcos payload included by the PowerShell loader is the latest version 2.5.0. Talos has created a decoder that allows simple extraction of Remcos configurations. Cisco Umbrella shows an increase in requests for the default C2 domain dfgdgertdvdf.xyz of the sample around the time we found the initial PowerShell loader. DNS activity for the default C2 domain of the Remcos payload.",T1059.001,T1218.012;T1218.010;T1546.007;T1218.009;T1218.013;T1529;T1518.002;T1036;T1542.004;T1559.003,0.510628;0.470660;0.451876;0.439575;0.439044;0.433749;0.413433;0.405907;0.404157;0.402722,0.0,0.0,0.0,0.0,0,0,0.0
test-0121,vector,test,121,"Interestingly, this IP address also had some associated domain names, as shown in the zoomed-in box as well, including letstrade-bit[.]com, lesbtc[.]com (and mail.lesbtc[.]com) and secure-trade24[.]com with the former two domains being registered December 20th and the latter on December 14th. All three domains mention trading or Bitcoins (BTC) but from the samples analysed, it is not clear how these subdomains are being used, however such terms are indicative of contemporary ransomware that requests ransom payments using BTC.",T1583.001,T1568.002;T1583.001;T1596.001;T1608.001;T1590.001;T1584.001;T1590.002;T1102.001;T1593;T1592,0.451051;0.413544;0.404357;0.403281;0.403250;0.401906;0.390135;0.383782;0.377329;0.376514,0.0,1.0,1.0,1.0,1,1,0.5
