eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,word_count,candidate_k,top_k,embedding_model,reranker_model,vector_candidate_attack_ids,vector_candidate_scores,vector_candidate_ranks,retrieved_attack_ids,retrieved_names,retrieved_vector_scores,original_vector_ranks,reranker_scores,reranked_ranks,embedding_ms,vector_search_ms,reranking_ms,total_retrieval_ms,fallback_used,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
dev-0010,vector_reranked,dev,10,"The first artefacts we found relating to MATA were used around April 2018. After that, the actor behind this advanced malware framework used it aggressively to infiltrate corporate entities around the world. We identified several victims from our telemetry and figured out the purpose of this malware framework.",T1588.001;T1587.001,48,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1608.001;T1588.001;T1681;T1036;T1592.002;T1203;T1587.001;T1491.001;T1583.006;T1195.003;T1195;T1597.001;T1592.001;T1568.002;T1592.003;T1608.002;T1070.010;T1070;T1592;T1001.001,0.563637;0.554702;0.537640;0.524214;0.518646;0.501855;0.487378;0.482549;0.479926;0.475018;0.474382;0.473122;0.472709;0.471578;0.470403;0.470247;0.469911;0.469211;0.467965;0.466191,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1587.001;T1070.010;T1588.001;T1681;T1608.001;T1597.001;T1195;T1203;T1070;T1036,Malware;Relocate Malware;Malware;Search Threat Vendor Data;Upload Malware;Threat Intel Vendors;Supply Chain Compromise;Exploitation for Client Execution;Indicator Removal;Masquerading,0.487378;0.469911;0.554702;0.537640;0.563637;0.473122;0.474382;0.501855;0.469211;0.524214,7;17;2;3;1;12;11;6;18;4,-6.158748;-7.789172;-7.792589;-7.884361;-8.272433;-8.442028;-8.448394;-8.526125;-8.567462;-8.756786,1;2;3;4;5;6;7;8;9;10,22.324,12.508,1969.725,2004.561,False,0.5,1.0,1.0,1.0,1,1,1.0
dev-0011,vector_reranked,dev,11,Another example of a Trojan with the same functionality is Backdoor.Win32.ZAccess (ZeroAccess). Its most favored targets are users in the US (27.7%) and Germany (11%).,T1588.001;T1587.001,25,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1574.008;T1546.008;T1218.010;T1574;T1588.001;T1679;T1204.004;T1547.009;T1553;T1195.003;T1574.009;T1574.007;T1687;T1216;T1674;T1027.005;T1542.002;T1218;T1583.008;T1127.002,0.510828;0.486742;0.485462;0.475662;0.472891;0.470480;0.468692;0.468520;0.467924;0.466954;0.463430;0.459428;0.458576;0.457949;0.452237;0.451989;0.448885;0.448638;0.448049;0.447293,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1546.008;T1195.003;T1588.001;T1583.008;T1574.008;T1027.005;T1127.002;T1674;T1542.002;T1574.007,Accessibility Features;Compromise Hardware Supply Chain;Malware;Malvertising;Path Interception by Search Order Hijacking;Indicator Removal from Tools;ClickOnce;Input Injection;Component Firmware;Path Interception by PATH Environment Variable,0.486742;0.466954;0.472891;0.448049;0.510828;0.451989;0.447293;0.452237;0.448885;0.459428,2;10;5;19;1;16;20;15;17;12,-3.793451;-5.103337;-5.598197;-6.570334;-7.637215;-7.766688;-8.105875;-8.197860;-8.456026;-8.633135,1;2;3;4;5;6;7;8;9;10,24.977,10.86,1371.544,1407.389,False,0.0,0.5,0.5,0.5,1,1,0.3333333333333333
dev-0012,vector_reranked,dev,12,"Mandiant Threat Intelligence discovered a new backdoor uploaded by a U.S.-based entity to a public malware repository in August 2020 that we have named SUNSHUTTLE. SUNSHUTTLE is written in GO, and reads an embedded or local configuration file, communicates with a hard-coded command and control (C2) server over HTTPS, and supports commands including remotely uploading its configuration, file upload and download, and arbitrary command execution. Notably, SUNSHUTTLE uses cookie headers to pass values to the C2, and if configured, can select referrers from a list of popular website URLs to help such network traffic “blend in.” .",T1588.001;T1583.002,97,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1036.012;T1592.002;T1189;T1608.002;T1213.002;T1102.002;T1583.006;T1592.004;T1608.001;T1056.003;T1602;T1592;T1176;T1518.001;T1203;T1102;T1588.001;T1216;T1016.001;T1584.005,0.519688;0.515819;0.515245;0.509557;0.502650;0.501248;0.498682;0.496527;0.493367;0.490932;0.485306;0.484576;0.484052;0.482765;0.476843;0.476026;0.473532;0.473311;0.471542;0.470246,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1608.001;T1588.001;T1102;T1608.002;T1518.001;T1592.002;T1203;T1036.012;T1189;T1602,Upload Malware;Malware;Web Service;Upload Tool;Security Software Discovery;Software;Exploitation for Client Execution;Browser Fingerprint;Drive-by Compromise;Data from Configuration Repository,0.493367;0.473532;0.476026;0.509557;0.482765;0.515819;0.476843;0.519688;0.515245;0.485306,9;17;16;4;14;2;15;1;3;11,-3.583873;-5.937543;-7.726889;-7.802755;-7.825799;-8.737087;-8.921347;-8.939780;-8.946469;-8.981769,1;2;3;4;5;6;7;8;9;10,32.961,11.67,1399.933,1444.57,False,0.0,0.5,0.5,0.5,1,1,0.5
dev-0013,vector_reranked,dev,13,"We also observed another malware distribution method of Roaming Mantis which is linked to prezi.com. Prezi is a popular computer application and online service to create dynamic presentations. The criminals used this service to spread their scam. When a user visits a page crafted by the attackers, a link is shown offering free content such as adult video, a game, a comic, music and so on, like pirate editions.",T1566.002;T1204.001;T1598.003,69,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1588.001;T1608.001;T1176.001;T1176;T1189;T1583.006;T1204.001;T1566.002;T1583.008;T1137.004;T1592.002;T1608.004;T1496.002;T1204.004;T1036.012;T1608.002;T1027.006;T1584.006;T1204.002;T1036,0.506154;0.488571;0.485407;0.479134;0.477982;0.472908;0.466100;0.465544;0.462804;0.460409;0.458680;0.457651;0.456403;0.454745;0.452727;0.445663;0.442801;0.441818;0.440334;0.428287,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1583.008;T1566.002;T1608.001;T1588.001;T1204.002;T1204.001;T1189;T1608.002;T1608.004;T1496.002,Malvertising;Spearphishing Link;Upload Malware;Malware;Malicious File;Malicious Link;Drive-by Compromise;Upload Tool;Drive-by Target;Bandwidth Hijacking,0.462804;0.465544;0.488571;0.506154;0.440334;0.466100;0.477982;0.445663;0.457651;0.456403,9;8;2;1;19;7;5;16;12;13,-4.509791;-4.573965;-5.285467;-5.996583;-6.263508;-6.314777;-6.555602;-6.645309;-6.740925;-7.175355,1;2;3;4;5;6;7;8;9;10,23.728,9.678,1377.305,1410.717,False,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,0.5
dev-0014,vector_reranked,dev,14,"Sixth and seventeenth places were taken by members of the Hqwar dropper family: Trojan-Dropper.AndroidOS.Hqwar.bb (3.36%) and Trojan-Dropper.AndroidOS.Hqwar.gen (1.57%), respectively. These packers most often contain banking Trojans, including Asacub.",T1588.001;T1587.001,28,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1592.003;T1608.001;T1681;T1590.006;T1596.005;T1592.001;T1592.002;T1589.003;T1596.001;T1518.001;T1593.003;T1595.001;T1070.010;T1595.003;T1567.001;T1594;T1592;T1596.002;T1518.002;T1070.009,0.351041;0.336155;0.321331;0.320589;0.320253;0.319497;0.316753;0.314238;0.313490;0.311557;0.306503;0.305042;0.304962;0.303975;0.303167;0.302733;0.300961;0.299715;0.296795;0.295976,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1608.001;T1518.002;T1596.005;T1596.002;T1594;T1596.001;T1681;T1567.001;T1070.010;T1590.006,Upload Malware;Backup Software Discovery;Scan Databases;WHOIS;Search Victim-Owned Websites;DNS/Passive DNS;Search Threat Vendor Data;Exfiltration to Code Repository;Relocate Malware;Network Security Appliances,0.336155;0.296795;0.320253;0.299715;0.302733;0.313490;0.321331;0.303167;0.304962;0.320589,2;19;5;18;16;9;3;15;13;4,-8.800229;-9.467344;-9.977087;-10.081689;-10.143396;-10.180002;-10.237412;-10.263700;-10.278974;-10.313513,1;2;3;4;5;6;7;8;9;10,21.025,9.913,1351.56,1382.505,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0015,vector_reranked,dev,15,"These downloaders maintained PDB strings with “PuppetLoader” filepaths. These PuppetLoader strings pretty clearly connected the multistage loaders with past PuppetLoader downloaders, only this time, redesigned and rewritten in C#. Past PuppetLoaders, written in C++, maintain explicit strings:",T1588.002,37,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1129;T1574.001;T1574.006;T1027.012;T1055.001;T1574.004;T1620;T1574.009;T1218.001;T1560.001;T1546.010;T1559.002;T1036.007;T1036.008;T1080;T1074.001;T1216;T1218;T1608.002;T1574.007,0.428046;0.372277;0.366756;0.353568;0.340753;0.335353;0.319176;0.317962;0.317624;0.311876;0.310831;0.307239;0.306032;0.305078;0.299399;0.296718;0.296468;0.296095;0.295874;0.294197,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1574.001;T1027.012;T1620;T1574.006;T1608.002;T1074.001;T1574.004;T1036.008;T1129;T1216,DLL;LNK Icon Smuggling;Reflective Code Loading;Dynamic Linker Hijacking;Upload Tool;Local Data Staging;Dylib Hijacking;Masquerade File Type;Shared Modules;System Script Proxy Execution,0.372277;0.353568;0.319176;0.366756;0.295874;0.296718;0.335353;0.305078;0.428046;0.296468,2;4;7;3;19;16;6;14;1;17,-6.470891;-6.549070;-6.643528;-6.779322;-6.858107;-7.138140;-7.385766;-7.454899;-7.488643;-7.571838,1;2;3;4;5;6;7;8;9;10,23.31,13.395,1283.52,1320.231,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0016,vector_reranked,dev,16,"Like many other stealers its main purpose is to steal credentials and information from web browsers, in addition to stealing cryptocurrency wallets, FTP credentials, various files and information about the system such as OS version, system language, processor type and clipboard data. ",T1555.003,42,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1539;T1606;T1056.003;T1217;T1056;T1657;T1204.004;T1584.006;T1185;T1550.004;T1567.003;T1555.003;T1674;T1115;T1027.006;T1056.001;T1203;T1552;T1555.002;T1176.001,0.550546;0.512228;0.507792;0.496552;0.488202;0.483617;0.482631;0.480070;0.472126;0.471471;0.461651;0.459974;0.459334;0.458358;0.450692;0.450362;0.449866;0.448561;0.444718;0.442360,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1539;T1555.003;T1606;T1657;T1176.001;T1217;T1185;T1550.004;T1056.001;T1552,Steal Web Session Cookie;Credentials from Web Browsers;Forge Web Credentials;Financial Theft;Browser Extensions;Browser Information Discovery;Browser Session Hijacking;Web Session Cookie;Keylogging;Unsecured Credentials,0.550546;0.459974;0.512228;0.483617;0.442360;0.496552;0.472126;0.471471;0.450362;0.448561,1;12;2;6;20;4;9;10;16;18,1.108669;-0.055041;-1.440176;-2.203985;-2.672335;-2.699759;-2.902003;-3.500822;-4.425391;-4.627260,1;2;3;4;5;6;7;8;9;10,20.322,11.335,1281.459,1313.123,False,0.0,1.0,1.0,1.0,1,1,0.5
dev-0017,vector_reranked,dev,17,"A new Ducktail phishing campaign is spreading a never-before-seen Windows information-stealing malware written in PHP used to steal Facebook accounts, browser data, and cryptocurrency wallets.",T1566,25,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1566;T1204.004;T1566.002;T1566.004;T1674;T1598.003;T1598;T1598.004;T1583.008;T1588.001;T1176;T1027.003;T1189;T1657;T1539;T1027.012;T1606;T1592.002;T1583.006;T1534,0.528577;0.519804;0.506528;0.505808;0.497713;0.496313;0.486328;0.486264;0.477694;0.472009;0.467750;0.460218;0.458267;0.446711;0.440499;0.436248;0.431413;0.427121;0.425420;0.425195,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1566;T1566.002;T1534;T1539;T1598.003;T1598;T1657;T1027.012;T1189;T1588.001,Phishing;Spearphishing Link;Internal Spearphishing;Steal Web Session Cookie;Spearphishing Link;Phishing for Information;Financial Theft;LNK Icon Smuggling;Drive-by Compromise;Malware,0.528577;0.506528;0.425195;0.440499;0.496313;0.486328;0.446711;0.436248;0.458267;0.472009,1;3;20;15;6;7;14;16;13;10,-1.203526;-1.501837;-1.572280;-2.176342;-3.034404;-3.066720;-3.332435;-3.615976;-4.751626;-4.896032,1;2;3;4;5;6;7;8;9;10,20.793,10.129,1327.066,1357.993,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0018,vector_reranked,dev,18,"We saw some cases where a separate loader – WindowsTool.exe – was used to implement persistence and execute DeepCreep with InstallUtil, a legitimate tool from the .NET Framework.",T1218.004,28,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1218.004;T1546.010;T1546.009;T1546.007;T1543.003;T1127.002;T1547.002;T1055.001;T1218.007;T1055.003;T1055.002;T1547.014;T1218.013;T1574.014;T1546.011;T1574.005;T1127.001;T1218.010;T1574.008;T1137,0.623734;0.601421;0.580214;0.545230;0.542217;0.530377;0.529874;0.527438;0.522651;0.513626;0.508765;0.508116;0.507285;0.507160;0.504598;0.491404;0.488370;0.487686;0.487129;0.485003,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1543.003;T1218.010;T1546.007;T1546.011;T1546.009;T1218.007;T1546.010;T1547.014;T1574.005;T1574.014,Windows Service;Regsvr32;Netsh Helper DLL;Application Shimming;AppCert DLLs;Msiexec;AppInit DLLs;Active Setup;Executable Installer File Permissions Weakness;AppDomainManager,0.542217;0.487686;0.545230;0.504598;0.580214;0.522651;0.601421;0.508116;0.491404;0.507160,5;18;4;15;3;9;2;12;16;14,-1.647750;-2.435721;-2.579910;-4.167476;-4.185560;-4.198340;-4.263552;-4.353869;-4.366718;-4.684616,1;2;3;4;5;6;7;8;9;10,20.616,11.512,1330.399,1362.534,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0019,vector_reranked,dev,19,QAKBOT has gained execution through users accessing malicious link,T1204.001,9,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1204.001;T1204.004;T1674;T1027.005;T1176;T1574.006;T1204;T1218.015;T1566.002;T1176.001;T1564.006;T1189;T1203;T1574.007;T1056.002;T1127.003;T1059.006;T1027.012;T1127.002;T1036.012,0.474648;0.421576;0.419929;0.411145;0.410841;0.405762;0.404176;0.393083;0.386891;0.386315;0.384975;0.380631;0.377463;0.373829;0.373567;0.372011;0.368209;0.368182;0.367582;0.365452,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1204.001;T1204;T1189;T1203;T1566.002;T1204.004;T1574.006;T1574.007;T1127.002;T1674,Malicious Link;User Execution;Drive-by Compromise;Exploitation for Client Execution;Spearphishing Link;Malicious Copy and Paste;Dynamic Linker Hijacking;Path Interception by PATH Environment Variable;ClickOnce;Input Injection,0.474648;0.404176;0.380631;0.377463;0.386891;0.421576;0.405762;0.373829;0.367582;0.419929,1;7;12;13;9;2;6;14;19;3,3.967083;2.710977;2.531119;0.915257;0.091688;0.052452;-0.225863;-1.444341;-2.795736;-4.159618,1;2;3;4;5;6;7;8;9;10,92.109,9.019,1270.744,1371.877,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0020,vector_reranked,dev,20,"In 2013, Kaspersky reported on a threat actor group they named “IceFog” that had been attacking a large number of entities related to military, mass media, and technology in South Korea and Japan. This group developed their own backdoor for both Windows and OS X. And just this year, Kaspersky published a report on a group they named ""Careto/Mask"" that utilized an open source netcat-like project designed to run on *nix and Windows systems named ‘sbd’ which they wrapped in a custom built installer for OS X.",T1587.001,87,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1014;T1195.003;T1564;T1036;T1127.003;T1203;T1574;T1218;T1027.004;T1518.001;T1573;T1195;T1069;T1010;T1588.001;T1036.005;T1027.005;T1204.005;T1069.001;T1012,0.521426;0.510357;0.507893;0.507466;0.499828;0.492782;0.491382;0.488001;0.486572;0.486368;0.484536;0.484352;0.481213;0.480695;0.480588;0.480555;0.477971;0.477005;0.475464;0.474590,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1204.005;T1036.005;T1588.001;T1195;T1036;T1195.003;T1012;T1027.004;T1573;T1027.005,Malicious Library;Match Legitimate Resource Name or Location;Malware;Supply Chain Compromise;Masquerading;Compromise Hardware Supply Chain;Query Registry;Compile After Delivery;Encrypted Channel;Indicator Removal from Tools,0.477005;0.480555;0.480588;0.484352;0.507466;0.510357;0.474590;0.486572;0.484536;0.477971,18;16;15;12;4;2;20;9;11;17,-1.528612;-4.634823;-4.812395;-4.990974;-6.167662;-6.249196;-6.743708;-6.776917;-6.793973;-6.810692,1;2;3;4;5;6;7;8;9;10,25.033,10.207,1280.861,1316.106,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0021,vector_reranked,dev,21,"This module propagates Trickbot via the EternalRomance exploit. It enables WDigest Authentication by modifying the UseLogonCredential value in the HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest registry key. This modification is forced to save credentials in lsass.exe memory (Local Security Authority Subsystem Service). The tabDll32 module then injects the embedded module screenLocker in explorer.exe and locks the workstation with the lock screen, forcing the user to login again. It waits for next user login and scrapes the credentials from LSASS memory utilizing Mimikatz functionality. Stolen credentials are sent back to the C2. After that tabDll32 downloads the payload from hardcoded URLs – usually the Trickbot loader (downloader) – starts up to 256 threads and uses the EternalRomance exploit to rapidly spread the downloaded payload over the network. Another embedded module, ssExecutor_x86, is used to set up persistence for the downloaded payload on exploited systems. This module also contains the main code of the shareDll32 module, and uses it to spread over the network.",T1003.001;T1547.008,157,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1003.004;T1547.008;T1547.002;T1547.004;T1003.001;T1546.008;T1547.014;T1546.010;T1112;T1055.003;T1218.011;T1543.003;T1556.008;T1546.009;T1218.010;T1056.004;T1055.001;T1556.001;T1546.015;T1546.002,0.607805;0.602409;0.599749;0.592428;0.589490;0.589184;0.587907;0.581537;0.580504;0.575394;0.565548;0.564897;0.564544;0.564414;0.559868;0.552400;0.552075;0.550730;0.550335;0.545585,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1556.001;T1547.002;T1556.008;T1547.008;T1112;T1056.004;T1003.001;T1546.002;T1546.008;T1543.003,Domain Controller Authentication;Authentication Package;Network Provider DLL;LSASS Driver;Modify Registry;Credential API Hooking;LSASS Memory;Screensaver;Accessibility Features;Windows Service,0.550730;0.599749;0.564544;0.602409;0.580504;0.552400;0.589490;0.545585;0.589184;0.564897,18;3;13;2;9;16;5;20;6;12,-3.949548;-4.224414;-4.676817;-5.018528;-5.090284;-5.112468;-5.470300;-5.563986;-5.710949;-5.756571,1;2;3;4;5;6;7;8;9;10,35.653,9.345,1489.668,1534.671,False,0.0,0.0,0.5,1.0,0,1,0.25
dev-0022,vector_reranked,dev,22,"While WannaCry ransomware has spread primarily through SMB exploitation, its operators may also use other distribution methods. Early reports suggested WannaCry was spread through malicious links in spam messages; however, FireEye has been unable to corroborate that information from any of our investigations to date.",T1566.002;T1203,45,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1204.004;T1566.002;T1583.008;T1608.001;T1592.002;T1598.003;T1593.002;T1679;T1598;T1591.002;T1566;T1593.001;T1566.003;T1588.001;T1592.004;T1592.001;T1567.003;T1590.006;T1597;T1592,0.466663;0.456117;0.454597;0.454023;0.450492;0.446427;0.442285;0.439750;0.438974;0.436791;0.434845;0.433346;0.429876;0.429219;0.428313;0.425678;0.422874;0.421896;0.420744;0.419185,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1583.008;T1679;T1588.001;T1608.001;T1592.002;T1566.002;T1566;T1597;T1593.002;T1590.006,Malvertising;Selective Exclusion;Malware;Upload Malware;Software;Spearphishing Link;Phishing;Search Closed Sources;Search Engines;Network Security Appliances,0.454597;0.439750;0.429219;0.454023;0.450492;0.456117;0.434845;0.420744;0.442285;0.421896,3;8;14;4;5;2;11;19;7;18,-3.882767;-4.371712;-4.490846;-4.700239;-5.007732;-5.456317;-5.504696;-6.134687;-6.185432;-6.372640,1;2;3;4;5;6;7;8;9;10,21.322,11.547,1350.148,1383.024,False,0.0,0.0,0.0,0.5,0,1,0.16666666666666666
dev-0023,vector_reranked,dev,23,The jar that exploited CVE-2013-2423 dropped a 9002 RAT with a MD5 of d99ed31af1e0ad6fb5bf0f116063e91f. This RAT connected to a command and control server at asp[.]homesvr[.]linkpc[.]net. The jar that exploited CVE-2013-1493 dropped a 9002 RAT with a MD5 of 42bd5e7e8f74c15873ff0f4a9ce974cd. This RAT connected to a command and control server at ssl[.]homesvr[.]tk.,T1210,50,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1056.003;T1564.006;T1659;T1584.008;T1204;T1687;T1070.007;T1518.001;T1568;T1105;T1557.004;T1563;T1203;T1016.001;T1218.012;T1608.001;T1518.002;T1573;T1140;T1102.001,0.506049;0.505577;0.500535;0.487156;0.485677;0.485124;0.484709;0.483847;0.482780;0.481815;0.475970;0.475694;0.474733;0.473868;0.470437;0.470304;0.470109;0.467302;0.464926;0.464013,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1056.003;T1573;T1687;T1102.001;T1608.001;T1218.012;T1518.002;T1568;T1016.001;T1105,Web Portal Capture;Encrypted Channel;Exploitation for Defense Impairment;Dead Drop Resolver;Upload Malware;Verclsid;Backup Software Discovery;Dynamic Resolution;Internet Connection Discovery;Ingress Tool Transfer,0.506049;0.467302;0.485124;0.464013;0.470304;0.470437;0.470109;0.482780;0.473868;0.481815,1;18;6;20;16;15;17;9;14;10,0.716695;-0.122428;-0.564493;-0.805811;-1.045388;-1.088310;-1.093285;-1.150985;-1.502950;-1.523187,1;2;3;4;5;6;7;8;9;10,26.788,11.019,1267.877,1305.689,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0024,vector_reranked,dev,24,"On November 25, we confirmed that another malware, AzoRult, was served from the same URL previously serving Smoke Loader. AzoRult is also a commodity malware that steals credentials, cookies, and cryptocurrencies. This AzoRult accesses the following C2 address, which is a different path on the same C2 server with the Smoke Loader.",T1588.001,52,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1574.008;T1608.001;T1574.001;T1027.012;T1218.013;T1588.001;T1204;T1204.001;T1127.002;T1016.001;T1102.001;T1176;T1574.014;T1546.010;T1189;T1608.004;T1584.008;T1090.002;T1203;T1216,0.474615;0.462480;0.451463;0.435782;0.434161;0.433278;0.429464;0.428427;0.427068;0.426895;0.425940;0.423172;0.422525;0.419332;0.418832;0.418299;0.414127;0.412803;0.411644;0.410488,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1588.001;T1608.001;T1027.012;T1102.001;T1574.001;T1574.014;T1016.001;T1216;T1608.004;T1546.010,Malware;Upload Malware;LNK Icon Smuggling;Dead Drop Resolver;DLL;AppDomainManager;Internet Connection Discovery;System Script Proxy Execution;Drive-by Target;AppInit DLLs,0.433278;0.462480;0.435782;0.425940;0.451463;0.422525;0.426895;0.410488;0.418299;0.419332,6;2;4;11;3;13;10;20;16;14,-5.813410;-6.852456;-7.115310;-7.426322;-7.646249;-7.709085;-8.064106;-8.156996;-8.182189;-8.250177,1;2;3;4;5;6;7;8;9;10,22.093,9.494,1254.467,1286.059,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0025,vector_reranked,dev,25,"Spam messages sent to users of VKontakte contained a personal address and were far more lively. These messages contained a link to a server, which redirected users to porn sites. Users were told that in order to view videos, they had to download a codec, which turned out to be Trojan.Win32.Crypt.ey, a malicious Browser Helper Object. This caused the first five results in any web search query to be malicious links. Kaspersky Lab estimates that approximately 4000 VKontakte accounts were stolen with a few hours. ",T1566.002,85,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1204.004;T1583.008;T1588.001;T1564.006;T1566.002;T1204.001;T1189;T1608.001;T1598.003;T1674;T1176;T1218.010;T1592.002;T1027.012;T1102.002;T1566;T1587.001;T1588.005;T1056.003;T1203,0.509560;0.507873;0.507193;0.492131;0.478198;0.471239;0.467289;0.463951;0.462264;0.450953;0.449326;0.441053;0.436836;0.436575;0.434921;0.434751;0.430432;0.430320;0.430081;0.429717,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1598.003;T1566;T1566.002;T1583.008;T1674;T1588.001;T1608.001;T1204.001;T1056.003;T1102.002,Spearphishing Link;Phishing;Spearphishing Link;Malvertising;Input Injection;Malware;Upload Malware;Malicious Link;Web Portal Capture;Bidirectional Communication,0.462264;0.434751;0.478198;0.507873;0.450953;0.507193;0.463951;0.471239;0.430081;0.434921,9;16;5;2;10;3;8;6;19;15,-2.531929;-4.174060;-4.297091;-5.535260;-5.584999;-5.771194;-5.887166;-5.920656;-6.204901;-6.383192,1;2;3;4;5;6;7;8;9;10,24.034,10.085,1338.823,1372.948,False,0.0,1.0,1.0,1.0,1,1,0.3333333333333333
dev-0026,vector_reranked,dev,26,"Current module doesn’t create any local logs, instead all information is kept in memory, which is later compressed using Zlib 1.2.5, encrypted, encoded with Base64 algorithm and submitted to the C&C server.",T1132,32,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1685.006;T1685.005;T1685.004;T1560.002;T1685.001;T1654;T1003.007;T1560.001;T1070.003;T1690;T1546.018;T1602.001;T1003.001;T1552.003;T1547.015;T1027.004;T1055.009;T1027.015;T1132;T1560,0.467214;0.339218;0.335099;0.331783;0.314380;0.306544;0.305858;0.294434;0.289662;0.282763;0.266642;0.264770;0.263566;0.263037;0.258155;0.254376;0.253086;0.251445;0.249404;0.247502,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1685.001;T1003.001;T1690;T1070.003;T1027.015;T1685.006;T1685.005;T1547.015;T1654;T1552.003,Disable or Modify Windows Event Log;LSASS Memory;Prevent Command History Logging;Clear Command History;Compression;Clear Linux or Mac System Logs;Clear Windows Event Logs;Login Items;Log Enumeration;Shell History,0.314380;0.263566;0.282763;0.289662;0.251445;0.467214;0.339218;0.258155;0.306544;0.263037,5;13;10;9;18;1;2;15;6;14,-3.472801;-5.179670;-5.789527;-6.835596;-7.883170;-8.013856;-8.062809;-8.154407;-8.284428;-8.406599,1;2;3;4;5;6;7;8;9;10,22.366,9.515,1343.202,1375.091,False,0.0,0.0,0.0,0.0,0,0,0.0
